Tick ,Customer ID,Transaction Status,With
1417,2,Invalid Transaction,-->1417
1417,1,Invalid Transaction,-->1417
1418,4,Invalid Transaction,-->1418
1418,3,Invalid Transaction,-->1418
1418,2,Invalid Transaction,-->1418
1418,1,Invalid Transaction,-->1418
1419,4,Invalid Transaction,-->1419
1419,3,Invalid Transaction,-->1419
1419,2,Invalid Transaction,-->1419
1419,1,Invalid Transaction,-->1419
1420,4,Invalid Transaction,-->1420
1420,3,Invalid Transaction,-->1420
1420,2,Invalid Transaction,-->1420
1420,1,Invalid Transaction,-->1420
1421,4,Invalid Transaction,-->1421
1421,3,Invalid Transaction,-->1421
1421,2,Invalid Transaction,-->1421
1421,1,Invalid Transaction,-->1421
1422,4,Invalid Transaction,-->1422
1422,3,Invalid Transaction,-->1422
1422,2,Invalid Transaction,-->1422
1422,1,Invalid Transaction,-->1422
1423,4,Invalid Transaction,-->1423
1423,3,Invalid Transaction,-->1423
1423,2,Invalid Transaction,-->1423
1423,1,Invalid Transaction,-->1423
1424,4,Invalid Transaction,-->1424
1424,3,Invalid Transaction,-->1424
1424,2,Invalid Transaction,-->1424
1424,1,Invalid Transaction,-->1424
1425,4,Invalid Transaction,-->1425
1425,3,Invalid Transaction,-->1425
1425,2,Invalid Transaction,-->1425
1425,1,Invalid Transaction,-->1425
1426,4,Invalid Transaction,-->1426
1426,3,Invalid Transaction,-->1426
1426,2,Invalid Transaction,-->1426
1426,1,Invalid Transaction,-->1426
1427,4,Invalid Transaction,-->1427
1427,3,Invalid Transaction,-->1427
1427,2,Invalid Transaction,-->1427
1427,1,Invalid Transaction,-->1427
1428,4,Invalid Transaction,-->1428
1428,3,Invalid Transaction,-->1428
1428,2,Invalid Transaction,-->1428
1428,1,Invalid Transaction,-->1428
1429,4,Invalid Transaction,-->1429
1429,3,Invalid Transaction,-->1429
1429,2,Invalid Transaction,-->1429
1429,1,Invalid Transaction,-->1429
1430,4,Invalid Transaction,-->1430
1430,3,Invalid Transaction,-->1430
1430,2,Invalid Transaction,-->1430
1430,1,Invalid Transaction,-->1430
1431,4,Invalid Transaction,-->1431
1431,3,Invalid Transaction,-->1431
1431,2,Invalid Transaction,-->1431
1431,1,Invalid Transaction,-->1431
1432,4,Invalid Transaction,-->1432
1432,3,Invalid Transaction,-->1432
1432,2,Invalid Transaction,-->1432
1432,1,Invalid Transaction,-->1432
1433,4,Invalid Transaction,-->1433
1433,3,Invalid Transaction,-->1433
1433,2,Invalid Transaction,-->1433
1433,1,Invalid Transaction,-->1433
1434,4,Invalid Transaction,-->1434
1434,3,Invalid Transaction,-->1434
1434,2,Invalid Transaction,-->1434
1434,1,Invalid Transaction,-->1434
1435,4,Invalid Transaction,-->1435
1435,3,Invalid Transaction,-->1435
1435,2,Invalid Transaction,-->1435
1435,1,Invalid Transaction,-->1435
1436,4,Invalid Transaction,-->1436
1436,3,Invalid Transaction,-->1436
1436,2,Invalid Transaction,-->1436
1436,1,Invalid Transaction,-->1436
1437,4,Invalid Transaction,-->1437
1437,3,Invalid Transaction,-->1437
1437,2,Invalid Transaction,-->1437
1437,1,Invalid Transaction,-->1437
1438,4,Invalid Transaction,-->1438
1438,3,Invalid Transaction,-->1438
1438,2,Invalid Transaction,-->1438
1438,1,Invalid Transaction,-->1438
1439,4,Invalid Transaction,-->1439
1439,3,Invalid Transaction,-->1439
1439,2,Invalid Transaction,-->1439
1439,1,Invalid Transaction,-->1439
1440,4,Invalid Transaction,-->1440
1440,3,Invalid Transaction,-->1440
1440,2,Invalid Transaction,-->1440
1440,1,Invalid Transaction,-->1440
1441,4,Invalid Transaction,-->1441
1441,3,Invalid Transaction,-->1441
1441,2,Invalid Transaction,-->1441
1441,1,Invalid Transaction,-->1441
1442,4,Invalid Transaction,-->1442
1442,3,Invalid Transaction,-->1442
1442,2,Invalid Transaction,-->1442
1442,1,Invalid Transaction,-->1442
1443,4,Invalid Transaction,-->1443
1443,3,Invalid Transaction,-->1443
1443,2,Invalid Transaction,-->1443
1443,1,Invalid Transaction,-->1443
1444,4,Invalid Transaction,-->1444
1444,3,Invalid Transaction,-->1444
1444,2,Invalid Transaction,-->1444
1444,1,Invalid Transaction,-->1444
1445,4,Invalid Transaction,-->1445
1445,3,Invalid Transaction,-->1445
1445,2,Invalid Transaction,-->1445
1445,1,Invalid Transaction,-->1445
1446,4,Invalid Transaction,-->1446
1446,3,Invalid Transaction,-->1446
1446,2,Invalid Transaction,-->1446
1446,1,Invalid Transaction,-->1446
1447,4,Invalid Transaction,-->1447
1447,3,Invalid Transaction,-->1447
1447,2,Invalid Transaction,-->1447
1447,1,Invalid Transaction,-->1447
1448,4,Invalid Transaction,-->1448
1448,3,Invalid Transaction,-->1448
1448,2,Invalid Transaction,-->1448
1448,1,Invalid Transaction,-->1448
1449,4,Invalid Transaction,-->1449
1449,3,Invalid Transaction,-->1449
1449,2,Invalid Transaction,-->1449
1449,1,Invalid Transaction,-->1449
1450,4,Invalid Transaction,-->1450
1450,3,Invalid Transaction,-->1450
1450,2,Invalid Transaction,-->1450
1450,1,Invalid Transaction,-->1450
1451,4,Invalid Transaction,-->1451
1451,3,Invalid Transaction,-->1451
1451,2,Invalid Transaction,-->1451
1451,1,Invalid Transaction,-->1451
1452,4,Invalid Transaction,-->1452
1452,3,Invalid Transaction,-->1452
1452,2,Invalid Transaction,-->1452
1452,1,Invalid Transaction,-->1452
1453,4,Invalid Transaction,-->1453
1453,3,Invalid Transaction,-->1453
1453,2,Invalid Transaction,-->1453
1453,1,Invalid Transaction,-->1453
1454,4,Invalid Transaction,-->1454
1454,3,Invalid Transaction,-->1454
1454,2,Invalid Transaction,-->1454
1454,1,Invalid Transaction,-->1454
1455,4,Invalid Transaction,-->1455
